"Nº INSCRIPCIÓN","DENOMINACIÓN SOCIAL","PROVINCIA","LOCALIDAD","CP","CLASE O GRADO","FECHA INSCRIPCIÓN"
"EXT-421","COOPERATIVA DEL CAMPO JUAN XXIII","BADAJOZ","Villafranco del Guadiana","06195","Sociedades Cooperativas Agrarias",29/10/64
20270,"SOCIEDAD COOPERATIVA DE VIVIENDAS NUESTRA SEÑORA DEL SOCORRO","BADAJOZ","Villafranco del Guadiana","06195","Sociedades Cooperativas de Viviendas",08/05/74
"EXT-640","SOCIEDAD COOPERATIVA VILLAJULIA","BADAJOZ","Villagarcia de la Torre","06950","Sociedades Cooperativas Agrarias",27/07/07
"EXT-191","COOPERATIVA DEL CAMPO NUESTRO PADRE JESUS, SOCIEDAD COOPERATIVA","BADAJOZ","Villagonzalo","06473","Sociedades Cooperativas Agroalimentarias",22/06/64
"EXT-186","SOCIEDAD COOPERATIVA MONTEVIRGEN","BADAJOZ","Villalba de los Barros","06208","Sociedades Cooperativas Agroalimentarias",30/10/62
"BA-227","SOCIEDAD COOPERATIVA LIMITADA DE CONSUMO VILLALBENSE","BADAJOZ","Villalba de los Barros","06208","Sociedades Cooperativas de Consumidores y Usuarios",04/03/85
"EXT-051","COMERCIAL OVINOS, S. COOP. DE ULTERIOR GRADO","BADAJOZ","Villanueva de la Serena","06700","Segundo Grado",07/03/02
"EXT-1174","EA GROUP, SOCIEDAD COOPERATIVA DE Segundo Grado","BADAJOZ","Villanueva de la Serena","06700","Segundo Grado",05/08/13
"BA-206","SOCIEDAD COOPERATIVA LIMITADA AGRÍCOLA Y DE CONSERVAS VEGETALES","BADAJOZ","Villanueva de la Serena","06700","Sociedades Cooperativas Agrarias",02/08/84
"SMT-1230","COOPERATIVA AGRÍCOLA SAN ISIDRO","BADAJOZ","Villanueva de la Serena","06700","Sociedades Cooperativas Agrarias",25/03/47
"06/BA-034","PROHORTEX, S. COOP.","BADAJOZ","Villanueva de la Serena","06700","Sociedades Cooperativas de Trabajo Asociado",10/06/88
"06/BA-209","COOPERATIVA DE AMBULANCIAS LA SERENA SOCIEDAD COOPERATIVA","BADAJOZ","Villanueva de la Serena","06700","Sociedades Cooperativas de Trabajo Asociado",07/08/84
"06/BA-359","TALLERES MERA VILLANOVENSE SOCIEDAD COOPERATIVA","BADAJOZ","Villanueva de la Serena","06700","Sociedades Cooperativas de Trabajo Asociado",14/03/89
"06/BA-412","EXTRECAL, APARADOS PARA EL CALZADO, S.COOP.","BADAJOZ","Villanueva de la Serena","06700","Sociedades Cooperativas de Trabajo Asociado",20/12/89
"06/BA-592","AMBULANCIAS GUADIANA, S. COOP. LTDA.","BADAJOZ","Villanueva de la Serena","06700","Sociedades Cooperativas de Trabajo Asociado",09/08/93
23228,"CREACIONES SIRENA S. COOP.","BADAJOZ","Villanueva de la Serena","06700","Sociedades Cooperativas de Trabajo Asociado",01/12/77
"EXT-1082","DILEE LECTURA FÁCIL, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Villanueva de la Serena","06700","Sociedades Cooperativas de Trabajo Asociado",19/10/15
"EXT-1163","RETOS ESPACIO DE APRENDIZAJE S. COOP. ESPECIAL","BADAJOZ","Villanueva de la Serena","06700","Sociedades Cooperativas de Trabajo Asociado",07/03/18
"EXT-134","SOCIEDAD COOPERATIVA TEXTIL VILLANOVENSE","BADAJOZ","Villanueva de la Serena","06700","Sociedades Cooperativas de Trabajo Asociado",27/12/05
"EXT-955","SUMHYFER, S. COOP. ESPECIAL","BADAJOZ","Villanueva de la Serena","06700","Sociedades Cooperativas de Trabajo Asociado",14/05/12
"EXT-088","LA SERENA, SOCIEDAD COOPERATIVA DE TRANSPORTISTAS","BADAJOZ","Villanueva de la Serena","06700","Sociedades Cooperativas de Transportistas",30/06/67
"EXT-569","VEGAS ALTAS DE TRANSPORTES, S. COOP. LTDA.","BADAJOZ","Villanueva de la Serena","06700","Sociedades Cooperativas de Transportistas",13/02/86
"EXT-916","EXTENSIÓN, SOCIEDAD COOPERATIVA","BADAJOZ","Villanueva de la Serena","06700","Sociedades Cooperativas de Viviendas",26/04/11
"EXT-1278","ENTALPIA, S. COOP.","BADAJOZ","Villanueva de la Serena","06700","Sociedades Cooperativas Integrales",16/03/22
"06/BA-380","SOCIEDAD COOPERATIVA CAYLE DEL FRESNO","BADAJOZ","Villanueva del Fresno","06110","Sociedades Cooperativas Agrarias",16/08/89
"EXT-1145","MUAK MODA Y COMPLEMENTO, S. COOP. ESPECIAL","BADAJOZ","Villanueva del Fresno","06110","Sociedades Cooperativas de Trabajo Asociado",17/05/17
"EXT-629","SOCIEDAD COOPERATIVA LIMITADA VILLAR DE RENA","BADAJOZ","Villar de Rena","06716","Sociedades Cooperativas Agrarias",23/06/80
"EXT-1003","HUELLA SONORA MUSICOTERAPIA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Villar del Rey","06192","Sociedades Cooperativas de Trabajo Asociado",27/09/13
"EXT-1068","ÁRIDOS VILLA DEL REY, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Villar del Rey","06192","Sociedades Cooperativas de Trabajo Asociado",24/03/15
"EXT-688","HERVILLAR, S. COOP. LTDA.","BADAJOZ","Villar del Rey","06192","Sociedades Cooperativas de Trabajo Asociado",21/07/94
"BA-203","SOCIEDAD COOPERATIVA LIMITADA DE VIVIENDAS NUESTRA SEÑORA DEL ROSARIO DE VILLAR DEL REY","BADAJOZ","Villar del Rey","06192","Sociedades Cooperativas de Viviendas",03/07/84
18556,"S. COOP. DEL CAMPO SAN MIGUEL","BADAJOZ","Vivares","06412","Sociedades Cooperativas Agrarias",22/07/71
"EXT-1140","AGRÍCOLA NUVISA, S. COOP. ESPECIAL","BADAJOZ","Vivares","06412","Sociedades Cooperativas Agrarias",13/03/17
"EXT-357","SOCIEDAD COOPERATIVA DE COLONOS SAN JOSE","BADAJOZ","Yelbes","06411","Sociedades Cooperativas Agrarias",11/06/75
"06/BA-900","SOCIEDAD COOPERATIVA AGRO-GANADERA SAN MIGUEL DE ZAFRA","BADAJOZ","Zafra","06300","Sociedades Cooperativas Agrarias",25/10/00
"BA-068","SOCIEDAD COOPERATIVA LIMITADA JUPITER","BADAJOZ","Zafra","06300","Sociedades Cooperativas de Trabajo Asociado",28/04/81
"BA-235","SOCIEDAD COOPERATIVA LIMITADA ZAPUAL","BADAJOZ","Zafra","06300","Sociedades Cooperativas de Trabajo Asociado",27/05/85
"EXT-170","ALIZA, S. COOP. LTDA.","BADAJOZ","Zafra","06300","Sociedades Cooperativas de Trabajo Asociado",09/04/90
"EXT-351","ZAME SOCIEDAD COOPERATIVA LIMITADA","BADAJOZ","Zafra","06300","Sociedades Cooperativas de Trabajo Asociado",09/09/93
"EXT-565","DISTRIBUCIONES Y SERVICIOS ZAFRA S. COOP.","BADAJOZ","Zafra","06300","Sociedades Cooperativas de Trabajo Asociado",21/10/99
"EXT-605","COALPE, S. COOP.","BADAJOZ","Zafra","06300","Sociedades Cooperativas de Trabajo Asociado",15/03/90
"EXT-713","CONSTRUCCIONES ANFEMAN, S. COOP. LTDA.","BADAJOZ","Zafra","06300","Sociedades Cooperativas de Trabajo Asociado",26/03/03
"EXT-746","SOCIEDAD COOPERATIVA LIMITADA MECAMETAL","BADAJOZ","Zafra","06300","Sociedades Cooperativas de Trabajo Asociado",22/06/81
"SMT-320","SOCIEDAD COOPERATIVA LIMITADA PASTORA EXTREMEÑA","BADAJOZ","Zalamea de la Serena","06430","Sociedades Cooperativas de Explotación Comunitaria de la Tierra",02/12/81
"06/BA-385","GLADY, SOCIEDAD COOPERATIVA","BADAJOZ","Zalamea de la Serena","06430","Sociedades Cooperativas de Trabajo Asociado",15/09/89
"06/BA-397","CONFECCIONES CRESPO, S. COOP. LTDA.","BADAJOZ","Zalamea de la Serena","06430","Sociedades Cooperativas de Trabajo Asociado",18/10/89
"EXT-726","MÁRMOLES Y GRANITOS BASEX, S. COOP. ESPECIAL","BADAJOZ","Zalamea de la Serena","06430","Sociedades Cooperativas de Trabajo Asociado",11/03/08
"EXT-832","COCOZA S. COOP. LTDA.","BADAJOZ","Zalamea de la Serena","06430","Sociedades Cooperativas de Trabajo Asociado",18/12/87
"EXT-197","SOCIEDAD COOPERATIVA LIMITADA VIÑA CANCHALOSA","BADAJOZ","Zarza (La)","06830","Sociedades Cooperativas Agrarias",29/05/80
"EXT-733","SOCIEDAD COOPERATIVA LIMITADA SAN MARTÍN","BADAJOZ","Zarza (La)","06830","Sociedades Cooperativas Agrarias",23/09/85
"EXT-1237","TIERRA BLANCA, S. COOP. ESPECIAL","BADAJOZ","Zarza (La)","06830","Sociedades Cooperativas de Trabajo Asociado",03/02/20
"EXT-1269","CONSTRUCCIONES 2021, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Zarza (La)","06830","Sociedades Cooperativas de Trabajo Asociado",20/08/21
"EXT-109","ZURBAFRUT SOCIEDAD COOPERATIVA","BADAJOZ","Zurbaran","06712","Sociedades Cooperativas Agrarias",20/10/04
"EXT-543","SOCIEDAD COOPERATIVA DEL CAMPO LA SAGRADA FAMILIA","BADAJOZ","Zurbaran","06712","Sociedades Cooperativas Agrarias",09/06/65
"06/BA-660","COTEXZUR, S. COOP. LTDA.","BADAJOZ","Zurbaran","06712","Sociedades Cooperativas de Trabajo Asociado",18/10/94
"EXT-133","TERNERAS EXTREMEÑAS, SOCIEDAD COOPERATIVA","CACERES","Abertura","10262","Sociedades Cooperativas Agrarias",18/11/05
18191,"COOPERATIVA INDUSTRIAL SANTA ANA","CACERES","Abertura","10262","Sociedades Cooperativas de Trabajo Asociado",15/12/70
23782,"SOCIEDAD COOPERATIVA SAN SEBASTIÁN","CACERES","Acehuche","10879","Sociedades Cooperativas Agrarias",26/05/78
"EXT-601","SOCIEDAD COOPERATIVA LA CARANTOÑA","CACERES","Acehuche","10879","Sociedades Cooperativas Agrarias",24/05/88
15910,"SOCIEDAD COOPERATIVA DEL CAMPO SAN SEBASTIÁN","CACERES","Aceituna","10666","Sociedades Cooperativas Agrarias",21/06/68
"EXT-696","S. COOP. DEL CAMPO SANTÍSIMO CRISTO DE LOS REMEDIOS","CACERES","Ahigal","10650","Sociedades Cooperativas Agroalimentarias",16/09/66
"EXT-737","SOCIEDAD COOPERATIVA LIMITADA SAN JOSÉ OBRERO DE AHIGAL","CACERES","Ahigal","10650","Sociedades Cooperativas Agroalimentarias",17/03/83
"EXT-338","SOCIEDAD COOPERATIVA TABAQUERA UNEXTA","CACERES","Alagon","10690","Sociedades Cooperativas Agrarias",24/06/92
"CC-020","SOCIEDAD COOPERATIVA DE VIVIENDA LIMITADA ALAGÓN DEL CAUDILLO","CACERES","Alagon","10690","Sociedades Cooperativas de Viviendas",25/09/80
"EXT-1159","LOS GUINDALES SOCIEDAD COOPERATIVA","CACERES","Alcantara","10980","Sociedades Cooperativas Agrarias",26/01/18
"EXT-319","SOCIEDAD COOPERATIVA DEL CAMPO NUESTRA SEÑORA DE LOS HITOS, S. COOP.","CACERES","Alcantara","10980","Sociedades Cooperativas Agrarias",29/04/63
"EXT-880","SOCIEDAD COOPERATIVA ALCANTARINA","CACERES","Alcantara","10980","Sociedades Cooperativas Agrarias",15/10/73
"EXT-347","SOCIEDAD COOPERATIVA SAN ISIDRO DE ALCUESCAR","CACERES","Alcuescar","10160","Sociedades Cooperativas Agroalimentarias",29/05/56
21063,"SOCIEDAD COOPERATIVA SAN MARTÍN","CACERES","Aldea del Cano","10163","Sociedades Cooperativas Agrarias",10/07/75
19403,"COOPERATIVA FUNDACION LLORENS NTRA. SRA. DE LOS REMEDIOS, COOP.","CACERES","Aldea del Cano","10163","Sociedades Cooperativas de Trabajo Asociado",23/12/72
"EXT-1193","STELA SOLUCIONES TECNOLÓGICAS, S. COOP. ESPECIAL","CACERES","Aldea del Cano","10163","Sociedades Cooperativas de Trabajo Asociado",30/11/18
"EXT-742","RIO ALMONTE, SOCIEDAD COOPERATIVA","CACERES","Aldeacentenera","10251","Sociedades Cooperativas Agrarias",09/04/08
"CC-026","SOCIEDAD COOPERATIVA LIMITADA NUEVA ESPERANZA","CACERES","Aldeacentenera","10251","Sociedades Cooperativas de Trabajo Asociado",12/01/81
"CC-116","VIÑAS DE CENTENERA, S. COOP. LTDA","CACERES","Aldeacentenera","10251","Sociedades Cooperativas de Trabajo Asociado",09/10/84
"EXT-1285","PENCONA, SOCIEDAD COOPERATIVA","CACERES","Aldeanueva de la Vera","10440","Sociedades Cooperativas de Explotación Comunitaria de la Tierra",20/05/22
16400,"COOPERATIVA DE PRODUCCIÓN CONFECCIONES TEXTILES","CACERES","Aldeanueva de la Vera","10440","Sociedades Cooperativas de Trabajo Asociado",10/01/69
"EXT-1266","ALDEAVERA, S. COOP. ESPECIAL","CACERES","Aldeanueva de la Vera","10440","Sociedades Cooperativas de Trabajo Asociado",07/07/21
"EXT-899","SOCIEDAD COOPERATIVA DEL CAMPO SAN ISIDRO","CACERES","Aldeanueva del Camino","10740","Sociedades Cooperativas Agrarias",14/10/44
"CC-036","SOCIEDAD COOPERATIVA LIMITADA AMBRACIA VETTONA","CACERES","Aldeanueva del Camino","10740","Sociedades Cooperativas de Trabajo Asociado",05/05/81
"EXT-234","S. COOP. DEL CAMPO SANTA CATALINA","CACERES","Alia","10137","Sociedades Cooperativas Agrarias",25/10/67
"EXT-787","AGROPECUARIA ALIANA, S. COOP.","CACERES","Alia","10137","Sociedades Cooperativas Agrarias",21/11/86
20472,"SOCIEDAD COOPERATIVA APÍCOLA DEL TESORO","CACERES","Aliseda","10550","Sociedades Cooperativas Agrarias",01/08/74
"EXT-891","SOCIEDAD COOPERATIVA NTRA. SRA. DEL CAMPO DE ALISEDA","CACERES","Aliseda","10550","Sociedades Cooperativas Agrarias",26/12/67
18945,"COOPERATIVA REGIONAL DE LA CONSTRUCCIÓN, S. COOP.","CACERES","Aliseda","10550","Sociedades Cooperativas de Trabajo Asociado",16/05/72
"CC-029","SOCIEDAD COOPERATIVA LIMITADA ESPECIAL COMIEX","CACERES","Aliseda","10550","Sociedades Cooperativas de Trabajo Asociado",18/01/81
"CC-080","SAN ROQUE DE ALMARAZ S. COOP. LTDA","CACERES","Almaraz","10350","Sociedades Cooperativas de Trabajo Asociado",26/10/82
"EXT-176","ALMARAZ, S. COOP.","CACERES","Almaraz","10350","Sociedades Cooperativas de Trabajo Asociado",08/11/95
"EXT-025","S. COOP. LTDA. APROCEX, ASOCIACIÓN DE PRODUCTORES DEL CENTRO DE EXTREMADURA","CACERES","Almoharin","10132","Segundo Grado",16/07/98
"CC-204","SOPETRAN SOCIEDAD COOPERATIVA LIMITADA","CACERES","Almoharin","10132","Sociedades Cooperativas Agrarias",18/03/87
"SMT-981","REGADHIGOS, S. COOP. LTDA.","CACERES","Almoharin","10132","Sociedades Cooperativas Agroalimentarias",02/03/87
"CC-065","SOCIEDAD COOPERATIVA LIMITADA ALMOHIGO","CACERES","Almoharin","10132","Sociedades Cooperativas de Trabajo Asociado",16/04/82
19351,"SOCIEDAD COOPERATIVA SAN JOSÉ","CACERES","Alonso de Ojeda","10109","Sociedades Cooperativas Agrarias",16/12/72
"EXT-022","SAN JUAN DE ALONSO DE OJEDA SOCIEDAD COOPERATIVA AGRICOLA","CACERES","Alonso de Ojeda","10109","Sociedades Cooperativas Agrarias",16/03/95
"EXT-932","SOCIEDAD COOPERATIVA LIMITADA NUESTRA SEÑORA DE LA LUZ","CACERES","Arroyo de la Luz","10900","Sociedades Cooperativas Agrarias",11/07/72
"10-CC-440","SOCIEDAD COOPERATIVA DE FERRALLISTAS JOPORFE","CACERES","Arroyo de la Luz","10900","Sociedades Cooperativas de Trabajo Asociado",15/11/93
"10-CC-549","REFORMAS Y ESTRUCTURAS S. COOP. LTDA.","CACERES","Arroyo de la Luz","10900","Sociedades Cooperativas de Trabajo Asociado",18/04/00
"CC-009","SOCIEDAD COOPERATIVA LIMITADA EL DIVINO MORALES","CACERES","Arroyo de la Luz","10900","Sociedades Cooperativas de Trabajo Asociado",03/07/80
"EXT-1038","COOPERATIVA ARROYANA SAN ANTÓN, S. COOP. LTDA.","CACERES","Arroyo de la Luz","10900","Sociedades Cooperativas de Trabajo Asociado",13/01/94
22739,"SOCIEDAD COOPERATIVA DE VIVIENDAS SAN GREGORIO","CACERES","Arroyo de la Luz","10900","Sociedades Cooperativas de Viviendas",02/05/77
"EXT-414","EL DORADO EDIFICACIONES DE VIVIENDAS S. COOP.","CACERES","Arroyo de la Luz","10900","Sociedades Cooperativas de Viviendas",11/12/06
"EXT-847","SOCIEDAD COOPERATIVA SAN SEBASTIÁN","CACERES","Arroyomolinos","10161","Sociedades Cooperativas Agrarias",17/03/60
"EXT-562","SOCIEDAD COOPERATIVA AGRARIA SAN PABLO","CACERES","Arroyomolinos de la Vera","10410","Sociedades Cooperativas Agroalimentarias",04/04/68
20684,"SOCIEDAD COOPERATIVA SAN RAMÓN NONATO","CACERES","Azabal","10649","Sociedades Cooperativas Agrarias",24/12/74
"EXT-870","S. COOP. AGROACE","CACERES","Azabal","10649","Sociedades Cooperativas Agrarias",20/09/00
16620,"SOCIEDAD COOPERATIVA SANTA ROSA DE LIMA","CACERES","Baños de Montemayor","10750","Sociedades Cooperativas Agrarias",02/04/69
15024,"COOPERATIVA INDUSTRIAL DE CESTERÍA SAN JOSE ARTESANO","CACERES","Baños de Montemayor","10750","Sociedades Cooperativas de Trabajo Asociado",26/07/67
22995,"SOCIEDAD COOPERATIVA SAN MIGUEL","CACERES","Barquilla de Pinares","10318","Sociedades Cooperativas Agrarias",05/08/77
"EXT-066","SOCIEDAD COOPERATIVA LIMITADA NUESTRA SEÑORA DEL VISO","CACERES","Barrado","10696","Sociedades Cooperativas Agroalimentarias",06/07/64
"10-CC-493","S. COOP. MACARENA","CACERES","Batan (El)","10692","Sociedades Cooperativas Agrarias",25/03/96
"EXT-829","PROMOCION GANADERA DEL ALAGON, S. COOP.","CACERES","Batan (El)","10692","Sociedades Cooperativas de Trabajo Asociado",12/07/01
"CC-100","SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO MONROY","CACERES","Belvis de Monroy","10394","Sociedades Cooperativas Agrarias",21/02/84
17918,"COOPERATIVA AGRÍCOLA GANADERA DE BENQUERENCIA","CACERES","Benquerencia","10185","Sociedades Cooperativas Agrarias",10/06/70
"EXT-887","SOCIEDAD COOPERATIVA AGROPECUARIA DE BERZOCANA DE SAN FULGENCIO","CACERES","Berzocana","10129","Sociedades Cooperativas Agrarias",30/08/69
"EXT-780","SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO LAS ERAS","CACERES","Bohonal de Ibor","10320","Sociedades Cooperativas Agrarias",17/05/85
20510,"SOCIEDAD COOPERATIVA SAN SEBASTIÁN","CACERES","Botija","10181","Sociedades Cooperativas Agrarias",05/09/74
"EXT-409","SOCIEDAD COOPERATIVA SAN ISIDRO DE BROZAS","CACERES","Brozas","10950","Sociedades Cooperativas Agrarias",14/10/71
"EXT-698","SAN ANTON DE BROZAS, S. COOP. LTDA.","CACERES","Brozas","10950","Sociedades Cooperativas Agrarias",01/10/82
"EXT-1200","EXTREMEÑA DEL CAMPO DE BROZAS, SOCIEDAD COOPERATIVA ESPECIAL","CACERES","Brozas","10950","Sociedades Cooperativas de Trabajo Asociado",28/02/19
"EXT-929","SAN LORENZO S. COOP. LTDA.","CACERES","Cabezabellosa","10729","Sociedades Cooperativas Agrarias",25/04/78
"EXT-668","SOCIEDAD COOPERATIVA NUESTRA SEÑORA DE PEÑAS ALBAS","CACERES","Cabezuela del Valle","10610","Sociedades Cooperativas Agroalimentarias",11/04/62
"EXT-065","SOCIEDAD COOPERATIVA LIMITADA SAN MIGUEL","CACERES","Cabrero","10616","Sociedades Cooperativas Agroalimentarias",24/03/64
"ACE-004","UNIÓN DE COOPERATIVAS DE ENSEÑANZA DE TRABAJO ASOCIADO DE EXTREMADURA","CACERES","Caceres","10005","Asociación o Union de Cooperativas",14/02/89
10268,"COOPERATIVA PROVINCIAL DEL CAMPO Y GANADEROS","CACERES","Caceres","10001","Sociedades Cooperativas Agrarias",30/10/62
2819,"SOCIEDAD COOPERATIVA UNION TERRITORIAL DE COOPERATIVAS DEL CAMPO","CACERES","Caceres","10001","Sociedades Cooperativas Agrarias",29/04/46
"EXT-882","GANOVEX, S. COOP. ESPECIAL","CACERES","Caceres","10005","Sociedades Cooperativas Agrarias",27/05/10
"EXT-973","SOCIEDAD COOPERATIVA LIMITADA POLÍGONO GANADERO DE CÁCERES","CACERES","Caceres","10004","Sociedades Cooperativas Agrarias",04/03/81
"SMT-1400","SOCIEDAD COOPERATIVA DE COMERCIALIZACIÓN DE PRODUCTOS DE LA DEHESA EXTREMEÑA","CACERES","Caceres","10001","Sociedades Cooperativas Agrarias",16/10/91
8906,"COOPERATIVA DE CONSUMO DEL CONSEJO DIOCESANO DE LAS HERMANDADES DEL TRABAJO DE CÁCERES","CACERES","Caceres","10001","Sociedades Cooperativas de Consumidores y Usuarios",06/04/60
"EXT-1197","SOCIEDAD COOPERATIVA PLAZA QUÍVIRA","CACERES","Caceres","10003","Sociedades Cooperativas de Consumidores y Usuarios",16/01/19
"SMT-828","SOCIEDAD COOPERATIVA DE CONSUMO DE FUNCIONARIOS DE LA ADMINISTRACIÓN DE EXTREMADURA, COFAEX","CACERES","Caceres","10001","Sociedades Cooperativas de Consumidores y Usuarios",10/04/85
"SMT-918","ADUCA, SOCIEDAD COOPERATIVA LIMITADA","CACERES","Caceres","10002","Sociedades Cooperativas de Consumidores y Usuarios",10/04/86
"CC-107","SOCIEDAD COOPERATIVA LIMITADA COLEGIO INFANTA ELENA","CACERES","Caceres","10004","Sociedades Cooperativas de Enseñanza",20/06/84
"EXT-261","SOCIEDAD COOPERATIVA ARCO DE LA ESTRELLA","CACERES","Caceres","10004","Sociedades Cooperativas de Enseñanza",20/01/05
"EXT-272","S. COOP. MARÍA AUXILIADORA DE CÁCERES","CACERES","Caceres","10005","Sociedades Cooperativas de Enseñanza",18/09/90
"EXT-356","SOCIEDAD COOPERATIVA LIMITADA GUARDERÍA UNIVERSITARIA INFANTIL DE CÁCERES","CACERES","Caceres","10004","Sociedades Cooperativas de Enseñanza",30/04/85
"10-CC-324","WALKIRIA DISTRIBUCIONES, S. COOP.","CACERES","Caceres","10004","Sociedades Cooperativas de Trabajo Asociado",02/10/90
"10-CC-333","S. COOP. EXTELCO","CACERES","Caceres","10002","Sociedades Cooperativas de Trabajo Asociado",09/01/91
"10-CC-361","COEMEX, SOCIEDAD COOPERATIVA","CACERES","Caceres","10002","Sociedades Cooperativas de Trabajo Asociado",27/09/91
11523,"COOPERATIVA CACEREÑA DE LA CONSTRUCCIÓN","CACERES","Caceres","10001","Sociedades Cooperativas de Trabajo Asociado",23/05/64
"CC-008","SOCIEDAD COOPERATIVA LIMITADA COINPEX","CACERES","Caceres","10004","Sociedades Cooperativas de Trabajo Asociado",11/06/80
"CC-011","SOCIEDAD COOPERATIVA LIMITADA CALERO","CACERES","Caceres","10003","Sociedades Cooperativas de Trabajo Asociado",07/07/80
"CC-023","SOCIEDAD COOPERATIVA LIMITADA COOPEX (COOPERATIVA DE ELECTRICIDAD EXTREMEÑA)","CACERES","Caceres","10001","Sociedades Cooperativas de Trabajo Asociado",03/11/80
"CC-171","LIMPIEZAS COLIMPI, S. COOP. LTDA.","CACERES","Caceres","10195","Sociedades Cooperativas de Trabajo Asociado",03/04/86
"EXT-015","SOCIEDAD COOPERATIVA LIMITADA MECA","CACERES","Caceres","10005","Sociedades Cooperativas de Trabajo Asociado",05/06/81
"EXT-1160","S. COOP. ESPECIAL PROYECTOS TÉCNICOS SOSTENIBLES","CACERES","Caceres","10004","Sociedades Cooperativas de Trabajo Asociado",06/02/18
"EXT-247","MONTYBEL, SOCIEDAD COOPERATIVA LIMITADA","CACERES","Caceres","10195","Sociedades Cooperativas de Trabajo Asociado",13/02/91
"EXT-262","SOCIEDAD COOPERATIVA LIMITADA ALDANA","CACERES","Caceres","10001","Sociedades Cooperativas de Trabajo Asociado",10/03/87
"EXT-270","COOPERATIVA LICENCIADOS REUNIDOS, S. COOP.","CACERES","Caceres","10005","Sociedades Cooperativas de Trabajo Asociado",13/09/77
"EXT-274","INSTITUTO DE RECONOCIMIENTOS MÉDICOS ACACIAS S. COOP.","CACERES","Caceres","10002","Sociedades Cooperativas de Trabajo Asociado",05/03/99
"EXT-276","AUTOESCUELA FLEMING SOCIEDAD COOPERATIVA LIMITADA","CACERES","Caceres","10002","Sociedades Cooperativas de Trabajo Asociado",14/05/84
"EXT-379","SOCIEDAD COOPERATIVA LIMITADA EXTREMEÑA DE AMBULANCIAS","CACERES","Caceres","10001","Sociedades Cooperativas de Trabajo Asociado",25/02/85
"EXT-473","SOCIEDAD COOPERATIVA LIMITADA COLEGIO PAIDEUTERION","CACERES","Caceres","10002","Sociedades Cooperativas de Trabajo Asociado",27/05/80
"EXT-807","COOPERATIVA EXTREMEÑA DE ENSEÑANZA LUZ, S. COOP.","CACERES","Caceres","10005","Sociedades Cooperativas de Trabajo Asociado",05/01/89
"EXT-853","SERVITECH, COOP. DE TRABAJADORES ASOCIADOS, S. COOP.","CACERES","Caceres","10003","Sociedades Cooperativas de Trabajo Asociado",13/04/92
"EXT-921","GLOBAL DESIGNER CENTER, S. COOP. ESPECIAL","CACERES","Caceres","10001","Sociedades Cooperativas de Trabajo Asociado",01/06/11
"EXT-988","AGUEDA CENTRO DE FORMACIÓN, S. COOP.","CACERES","Caceres","10001","Sociedades Cooperativas de Trabajo Asociado",25/09/95
20765,"SOCIEDAD COOPERATIVA CACEREÑA DE TRANSPORTISTAS, COCATRA","CACERES","Caceres","10001","Sociedades Cooperativas de Transportistas",06/02/75
